Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
W 2024,CH EN 311 ,805000000000.0,Question: Well organized,I thought as it was the first time teaching the course the organization wasn''t as good as it could have been. I think sometimes the homework did not apply to what we were learning in class. I think the organization of the course did get better throughout the course.,001,negative,-2.4331553,-2.3989305,35,I thought as it was the first time teaching the<br>course the organization wasn''t as good as it<br>could have been. I think sometimes the homework<br>did not apply to what we were learning in class. I<br>think the organization of the course did get<br>better throughout the course.,W 2024 CH EN 311 :I thought as it was the first time teaching the<br>course the organization wasn''t as good as it<br>could have been. I think sometimes the homework<br>did not apply to what we were learning in class. I<br>think the organization of the course did get<br>better throughout the course.
W 2024,CH EN 311 ,611000000000.0,Question: Well organized,he makes a lot of his own lecture notes and makes a lot of his own homework and its not very robust or well organized which makes it hard to follow along.,001,negative,-0.78477865,-2.6625123,35,he makes a lot of his own lecture notes and makes<br>a lot of his own homework and its not very robust<br>or well organized which makes it hard to follow<br>along.,W 2024 CH EN 311 :he makes a lot of his own lecture notes and makes<br>a lot of his own homework and its not very robust<br>or well organized which makes it hard to follow<br>along.
W 2024,CH EN 311 ,595000000000.0,Question: Well organized,I think that the class organization was a little rough. The inconsistency of when homework was available and the due dates made it stressful at some points throughout the semester. I think that a lot of this just comes from the stress of it being his first time teaching this semester  and will be fixed in future years.,001,positive,-1.7134695,-2.1876428,35,I think that the class organization was a little<br>rough. The inconsistency of when homework was<br>available and the due dates made it stressful at<br>some points throughout the semester. I think that<br>a lot of this just comes from the stress of it<br>being his first time teaching this semester  and<br>will be fixed in future years.,W 2024 CH EN 311 :I think that the class organization was a little<br>rough. The inconsistency of when homework was<br>available and the due dates made it stressful at<br>some points throughout the semester. I think that<br>a lot of this just comes from the stress of it<br>being his first time teaching this semester  and<br>will be fixed in future years.
W 2024,CH EN 311 ,291000000000.0,Question: Well organized,I wish the homework aligned more closely with exams and lectures.,001,negative,-3.0090559,-4.874562,22,I wish the homework aligned more closely with<br>exams and lectures.,W 2024 CH EN 311 :I wish the homework aligned more closely with<br>exams and lectures.
W 2024,CH EN 311 ,754000000000.0,Question: Well organized,Very difficult to keep up with constantly changing assignments.,001,negative,-2.6335468,-5.96625,22,Very difficult to keep up with constantly changing<br>assignments.,W 2024 CH EN 311 :Very difficult to keep up with constantly changing<br>assignments.
W 2024,CH EN 311 ,703000000000.0,Question: Well organized,The organization made sense.,001,positive,-0.78776854,6.6921835,39,The organization made sense.,W 2024 CH EN 311 :The organization made sense.
W 2024,CH EN 311 ,1000000000000.0,Question: Well organized,This organization of the class was the most challenging part. Deadlines were in constant flux  and it was impossible to work ahead; if I ever had the opportunity  assignments were not posted or information on what would be due the next week had not yet been decided.,001,negative,-2.7225523,-5.0009007,22,This organization of the class was the most<br>challenging part. Deadlines were in constant flux<br>and it was impossible to work ahead; if I ever had<br>the opportunity  assignments were not posted or<br>information on what would be due the next week had<br>not yet been decided.,W 2024 CH EN 311 :This organization of the class was the most<br>challenging part. Deadlines were in constant flux<br>and it was impossible to work ahead; if I ever had<br>the opportunity  assignments were not posted or<br>information on what would be due the next week had<br>not yet been decided.
W 2024,CH EN 311 ,257000000000.0,Question: Well organized,Better organization would be much appreciated. Quizzes would be good if it were open after class and closed before the next class. I missed a quiz or 2 because of constantly changing due dates. Sometimes it was hard to get help for homework even when going to the ta office hours.,001,negative,-2.6809168,-4.3018403,22,Better organization would be much appreciated.<br>Quizzes would be good if it were open after class<br>and closed before the next class. I missed a quiz<br>or 2 because of constantly changing due dates.<br>Sometimes it was hard to get help for homework<br>even when going to the ta office hours.,W 2024 CH EN 311 :Better organization would be much appreciated.<br>Quizzes would be good if it were open after class<br>and closed before the next class. I missed a quiz<br>or 2 because of constantly changing due dates.<br>Sometimes it was hard to get help for homework<br>even when going to the ta office hours.
W 2024,CH EN 311 ,62862679233.0,Question: Well organized,Content was spread between learning suite  a course website  and a separate collection of files. Made it confusing as to where we find necessary information.,001,negative,-1.187484,-5.992085,56,Content was spread between learning suite  a<br>course website  and a separate collection of<br>files. Made it confusing as to where we find<br>necessary information.,W 2024 CH EN 311 :Content was spread between learning suite  a<br>course website  and a separate collection of<br>files. Made it confusing as to where we find<br>necessary information.
W 2024,CH EN 311 ,428000000000.0,Question: Well organized,I like the organization of the course website. I would recommend that one the calendar the reading is shown on the day it is due rather than the day it is assigned.,001,positive,-1.6741714,-4.97869,49,I like the organization of the course website. I<br>would recommend that one the calendar the reading<br>is shown on the day it is due rather than the day<br>it is assigned.,W 2024 CH EN 311 :I like the organization of the course website. I<br>would recommend that one the calendar the reading<br>is shown on the day it is due rather than the day<br>it is assigned.
